Model_C8,Model_C1,BBH_Raw_Weighted,BBH_Raw_Macro,BBH_C1_Reported,Num_Subtasks,BBH_Reconstructed_Score,Reconstruction_Residual
BenevolenceMessiah_Qwen2.5-72B-2x-Instruct-TIES-v1.0,BenevolenceMessiah/Qwen2.5-72B-2x-Instruct-TIES-v1.0,72.57420586703697,72.73114113822449,61.91149453060484,24,62.159333469531475,-0.247838938926634
BenevolenceMessiah_Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,BenevolenceMessiah/Yi-Coder-9B-Chat-Instruct-TIES-MoE-v1.0,49.03662558583579,49.086662485386775,26.877991478721707,24,29.683419662369893,-2.8054281836481856
BlackBeenie_Bloslain-8B-v0.2,BlackBeenie/Bloslain-8B-v0.2,50.876583926401665,51.1087946253543,30.662901797340652,24,32.222097290363344,-1.559195493022692
BlackBeenie_Llama-3.1-8B-OpenO1-SFT-v0.1,BlackBeenie/Llama-3.1-8B-OpenO1-SFT-v0.1,47.647977781635134,47.874483616049865,26.034289552808826,24,27.767436546903134,-1.7331469940943087
BlackBeenie_Llama-3.1-8B-pythonic-passthrough-merge,BlackBeenie/Llama-3.1-8B-pythonic-passthrough-merge,34.19545217844124,34.538480326995845,9.359904687487282,24,9.206350115818891,0.1535545716683906
BlackBeenie_Neos-Gemma-2-9b,BlackBeenie/Neos-Gemma-2-9b,54.834230168373544,55.029751260488524,35.638851313766615,24,37.68264916944361,-2.043797855676992
BlackBeenie_Neos-Llama-3.1-8B,BlackBeenie/Neos-Llama-3.1-8B,43.93334490539837,44.24998411442879,21.080122945815933,24,22.64218171302955,-1.5620587672136175
BlackBeenie_Neos-Llama-3.1-base,BlackBeenie/Neos-Llama-3.1-base,28.918590522478738,29.30339746824052,2.2214471263806472,24,1.9256142770452025,0.29583284933544474
BlackBeenie_Neos-Phi-3-14B-v0.1,BlackBeenie/Neos-Phi-3-14B-v0.1,62.02048255511196,62.11931530444465,46.63138689861978,24,47.597861791984094,-0.9664748933643139
BlackBeenie_llama-3-luminous-merged,BlackBeenie/llama-3-luminous-merged,51.41468495052942,51.53924501559337,30.64368722878725,24,32.96454074760671,-2.3208535188194617
BlackBeenie_llama-3.1-8B-Galore-openassistant-guanaco,BlackBeenie/llama-3.1-8B-Galore-openassistant-guanaco,51.952785974657175,52.1336536374803,31.444704759068383,24,33.70698420485008,-2.2622794457816973
Bllossom_llama-3.2-Korean-Bllossom-AICA-5B,Bllossom/llama-3.2-Korean-Bllossom-AICA-5B,42.77035236938032,42.930745041520595,18.65022251208589,24,21.03754585382614,-2.387323341740249
BoltMonkey_DreadMix,BoltMonkey/DreadMix,54.22669675403576,54.35097438362475,34.84501521605123,24,36.844406556426904,-1.9993913403756736
BoltMonkey_NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,BoltMonkey/NeuralDaredevil-SuperNova-Lite-7B-DARETIES-abliterated,51.53619163339698,51.61677567076756,30.75990006920939,24,33.13218927021006,-2.3722892010006724
BoltMonkey_SuperNeuralDreadDevil-8b,BoltMonkey/SuperNeuralDreadDevil-8b,52.716542266967544,52.8619601203572,32.61215762394777,24,34.760774918356816,-2.1486172944090427
BrainWave-ML_llama3.2-3B-maths-orpo,BrainWave-ML/llama3.2-3B-maths-orpo,28.762367644506163,29.117781029884355,2.3470409575204094,24,1.7100661765551917,0.6369747809652178
BramVanroy_GEITje-7B-ultra,BramVanroy/GEITje-7B-ultra,37.545565006075336,37.76161299730549,12.879913010035898,24,13.828659381882453,-0.9487463718465552
BramVanroy_fietje-2,BramVanroy/fietje-2,40.2187120291616,40.35669517838618,15.603676192567876,24,17.51692687915596,-1.9132506865880838
BramVanroy_fietje-2-chat,BramVanroy/fietje-2-chat,41.32963027252213,41.49753717401998,17.718965848323496,24,19.04971337152937,-1.3307475232058756
BramVanroy_fietje-2-instruct,BramVanroy/fietje-2-instruct,41.15604929699705,41.36071417302981,17.57247980884759,24,18.810215482096023,-1.2377356732484337
CYFRAGOVPL_Llama-PLLuM-8B-base,CYFRAGOVPL/Llama-PLLuM-8B-base,43.169588613088,43.20448045814097,20.21873797779148,24,21.588390999522826,-1.3696530217313452
CYFRAGOVPL_Llama-PLLuM-8B-chat,CYFRAGOVPL/Llama-PLLuM-8B-chat,40.56587398021177,40.77072253558958,16.279056764258215,24,17.995922658022653,-1.7168658937644388
CYFRAGOVPL_PLLuM-12B-base,CYFRAGOVPL/PLLuM-12B-base,43.72504773476827,43.905961437844475,21.240801542833136,24,22.35478424570953,-1.1139827028763953
CYFRAGOVPL_PLLuM-12B-chat,CYFRAGOVPL/PLLuM-12B-chat,44.31522305155355,44.45800033307571,21.319737721095155,24,23.169077069782908,-1.849339348687753
CYFRAGOVPL_PLLuM-12B-nc-base,CYFRAGOVPL/PLLuM-12B-nc-base,42.42319041833015,42.76758967597001,19.387664951963902,24,20.558550074959445,-1.1708851229955428
CYFRAGOVPL_PLLuM-12B-nc-chat,CYFRAGOVPL/PLLuM-12B-nc-chat,45.59972227043916,45.76432831881545,23.008553823293614,24,24.941361451589657,-1.9328076282960431
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct,CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct,43.968061100503384,44.26719080820792,21.49731033280348,24,22.690081290916215,-1.1927709581127353
CarrotAI_Llama-3.2-Rabbit-Ko-3B-Instruct-2412,CarrotAI/Llama-3.2-Rabbit-Ko-3B-Instruct-2412,43.55146675924318,43.57724649824669,20.17567961421505,24,22.115286356276183,-1.9396067420611338
Casual-Autopsy_L3-Umbral-Mind-RP-v2.0-8B,Casual-Autopsy/L3-Umbral-Mind-RP-v2.0-8B,52.50824509633744,52.62406145493725,32.48627762381486,24,34.47337745103679,-1.9870998272219325
CausalLM_14B,CausalLM/14B,46.7453567089047,47.00462397700625,24.780942674518663,24,26.522047521849736,-1.7411048473310728
CausalLM_34b-beta,CausalLM/34b-beta,55.49383787536886,55.90996102136267,36.677226262739055,24,38.592741149290326,-1.9155148865512714
CausalLM_preview-1-hf,CausalLM/preview-1-hf,35.96597812879708,36.14567463880903,10.100940706274752,24,11.649228588039009,-1.5482878817642565
Changgil_K2S3-14b-v0.2,Changgil/K2S3-14b-v0.2,45.96424231904183,46.13311786298187,24.283946726650168,24,25.44430701939968,-1.1603602927495125
Changgil_K2S3-v0.1,Changgil/K2S3-v0.1,46.311404270092,46.55492067228615,24.559557672503782,24,25.923302798266374,-1.3637451257625912
ClaudioItaly_Albacus,ClaudioItaly/Albacus,50.893942023954175,51.13043406568835,31.63886474402479,24,32.246047079306685,-0.6071823352818946
ClaudioItaly_Book-Gut12B,ClaudioItaly/Book-Gut12B,54.05311577851067,54.17370194443233,34.63219258973313,24,36.60490866699356,-1.9727160772604293
ClaudioItaly_Evolutionstory-7B-v2.2,ClaudioItaly/Evolutionstory-7B-v2.2,50.84186773129665,51.080434065688344,31.62386474402479,24,32.17419771247668,-0.5503329684518938
